Date,authorName,tweetText
2019-02-10 00:15:00,"Christopher M. Uhl, CMA",I just crossed 2000 on twitter! Thank you all for the support! There’s so much more in the pipeline!!! $QQQ $TSLA $AMZN $FB $NFLX $GOOG $VIX $BTC $AAPL $IWM $AMD $SPY $MSFT $NVDA $TWTR https://t.co/5sn5e7Qhtg https://t.co/bDmLuZvzgk
2019-02-10 00:07:21,IQ Option Wiki,"RT @jjjinvesting: Long-term #options I like for my #AIM investing method  - $T, $SBUX, $KMI, $IBM, $FXI, $JD, $FB, $AMZN, $BABA, $IQ, $AAL,…"
2019-02-10 00:00:29,Business Journals,Apple’s new retail chief is getting $4M in stock on her first day; here’s how her pay compares https://t.co/XCqgEJMwa5 https://t.co/x1BY6ONESU
2019-02-09 23:59:26,Options Made Easy,"Capitalism Without Competition....This weeks Thoughts from the Frontline  &gt; https://t.co/VPSvsXENWi

$GOOG $AAPL $QQQ #Google #SP500"
2019-02-09 23:59:09,"Clarence Carr, MD, MBA",RT @seeitmarket: 3 Questions to Ask About the 200-day Moving Average - https://t.co/RqkpboBdRD  research by @DKellerCMT  $SPY $QQQ $AAPL
2019-02-09 23:58:28,خافق شعثان،,"RT @BIGMONEYMIKE6: #MONEYGANG #PENNYSTOCKS UPDATE:

ON FEB 20TH , @ 7:30 AM EST ,  I WILL BE ALERTING THE WORLDS FIRST PRESIDENTIAL ALERT..…"
2019-02-09 23:51:03,See It Market,3 Questions to Ask About the 200-day Moving Average - https://t.co/RqkpboBdRD  research by @DKellerCMT  $SPY $QQQ $AAPL
2019-02-09 23:43:32,Apple Mac Watch,"Lockheed Martin Investment Management Company Cut Its Apple (AAPL) Position by $3.62 Million as Share Value Declined; As Public Service Enterprise Gp (PEG) Share Price Rose, Crow Point Partners Has Raised by $1.56 Million Its Holding - The FinExaminer https://t.co/mIHgIwIMMV"
2019-02-09 23:37:50,Devin,"RT @tradingcrudeoil: Capitalism Without Competition....This weeks Thoughts from the Frontline  &gt; https://t.co/w5c8hqkJnL

$GOOG $AAPL $QQQ…"
2019-02-09 23:33:23,Luciano Zoso,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/AFqAznGu2V"
2019-02-09 23:32:24,Self Driving Cars,"As Apple (AAPL) Shares Declined, Nadler Financial Group Cut by $1.03 Million It... https://t.co/YdMpYmX6VE #autonomousCar #selfDrivingCar"
2019-02-09 23:31:20,b_astute,Not only is the $aapl watch better than my Rolex it tells jokes that make me chuckle
2019-02-09 23:31:06,FundSwift,"New post (Apple Inc. (NASDAQ:AAPL), https://t.co/fHNORt25YK, Inc. (NASDAQ:AMZN) - For Sale: Performance Stocks, Slightly Worn) has been published on FUNDSWIFT - https://t.co/lhPkUcEEbu https://t.co/gwtalRjCzb"
2019-02-09 23:30:05,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/loSb35r5DH

$NFLX $TSLA $AAPL $IBB $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 23:27:27,Market Matrix Trading,"100 Most Recent Signal Results Grid 'FAANG Stocks'
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options #stocks https://t.co/9s4QOPxNpv"
2019-02-09 23:27:14,Athan T,"RT @TradingMotives: Premium #tradingmotives weekly #stocks report posted. 
Can Bulls break through the next resistance levels outlined in t…"
2019-02-09 23:26:55,TradingMotives,"Premium #tradingmotives weekly #stocks report posted. 
Can Bulls break through the next resistance levels outlined in the video for $SPY?
Swing #trading setups.
$AAPL $UNH $GE $TWTR $DOCU $IQ &amp; more. https://t.co/0SzeAUogjF"
2019-02-09 23:25:10,Mrs. Byrd,"RT @noseypeople3: Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. https://t.co/Iu7i…"
2019-02-09 23:21:25,belle aura,RT @EMECapital1: $AAPL 1H Chart 01/15 at https://t.co/WcNJp0W4VT Looking for the stock to continue the bounce higher #elliottwave https://t…
2019-02-09 23:21:20,belle aura,RT @bhattidaud: $AAPL 1H Chart 01/15 at https://t.co/9nKozhPrGz Looking for the stock to continue the bounce higher #elliottwave https://t.…
2019-02-09 23:20:08,Jonathan Maietta,The banks are in a race to morph into #fintech co's. Here two banks merge in an effort to better compete with..? $PYPL $SQ $AAPL @stripe  running circles around traditional FIs. https://t.co/1MjUbaZ0bf
2019-02-09 23:16:03,pauljtest,Kass: These Are My Top 10 Fears Right Now $AAPL https://t.co/cIRkk6Rbi8 https://t.co/eq0qC6MxR5
2019-02-09 23:15:57,Profectus Systems,"High-return stock trading model, Profectus System 1: https://t.co/18lp7kDYva $SGY $REN $TSLA $AAPL $SPY"
2019-02-09 23:15:00,Elliott Wave Daud,$AAPL 1H Chart 01/15 at https://t.co/9nKozhPrGz Looking for the stock to continue the bounce higher #elliottwave https://t.co/0Nqhx4ULAh
2019-02-09 23:15:00,Elliottwave,$AAPL 1H Chart 01/15 at https://t.co/WcNJp0W4VT Looking for the stock to continue the bounce higher #elliottwave https://t.co/PTms9OxR55
2019-02-09 23:10:20,Wanda B.,RT @Fibonacciqueen: $AAPL 30  potential upside if we hold the 30 min zone is 177.51 https://t.co/B40XeJLZEr
2019-02-09 23:06:36,Guru Algo Trading,"RT @realDonaldTrump 's sycophant was 'reporting back to daddy' #USA $QQQ $AAPL $AMZN $NFLX $TSLA $GOOG $NVDA $FB #BogusPOTUS
https://t.co/IrlSWKqk4R via"
2019-02-09 23:06:23,Brian Firestone,Pharma Is A Tough Biz! I Don't Recommend It $aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $prgo $wba $wmt $tgt $cost $fb $snap $mcd $cake $shak $ms $gs $wfc $bac $c $jpm $sbux $cat $ba $ge $wynn $tst $pg $cpb $spy $pep $tsla $btc $teva $gm $ibb https://t.co/CSEJMPSDv3
2019-02-09 23:03:34,MacHash,Apple World Today Video Tip: How to save a web page as a PDF in iOS 12 https://t.co/Gc42xXB3rg $AAPL https://t.co/Ms5ScosBH9
2019-02-09 23:03:18,Brian Firestone,"HIGH RISK #Allergan Suffers From a SHARP Revenue Decline From 3 Of It's Top Drugs 
In 2019! 
$aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $googl $hlf $iep $ibm $jnj $ko $prgo $wba $wmt $tgt $fb $mcd $pep $shak $ms $gs $wfc $bac $c $jpm $sbux $ba $fb $ge $teva $ibb $eols $rvnc https://t.co/5AAj3WzySG"
2019-02-09 23:02:22,Mr. I͙vA͙N͙ 🇵🇷🤩🤪,"Everyone download this app🤩🤑🤤 
Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/kDn83DAFVN"
2019-02-09 23:00:16,Boy if u dont getcho,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/4hjagCzt2I"
2019-02-09 22:59:16,GulfB2B,Apple Inc. (NASDAQ:AAPL) pursuing alternative sources of growth https://t.co/v6cnYTGlF5 https://t.co/kSn0g4yG8M
2019-02-09 22:59:10,News89 Media,Apple Inc. (NASDAQ:AAPL) pursuing alternative sources of growth https://t.co/WNhxixrTmG https://t.co/7O4XiZE6QW
2019-02-09 22:56:45,🔥,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. 🙏🏽😂

https://t.co/vjm8H3xfPe"
2019-02-09 22:54:19,Brian Firestone,"#Allergan Added a Coolsculpting CoolTone™ Launch To Q4 ER Deck But CoolTone Has Been Around The Block! 
$aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $googl $hlf $iep $ibm $jnj $ko $prgo $wba $wmt $tgt $fb $mcd $pep $shak $ms $gs $wfc $bac $c $jpm $sbux $ba $fb $ge $teva $ibb https://t.co/zaJTXcqvWE"
2019-02-09 22:53:04,Whiteboy7thst,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/IJ5sdhnNXc"
2019-02-09 22:51:33,Carsten Unnerstall,Angela Ahrendts transformed Apple's stores. But will the changes stick? (AAPL) https://t.co/VpLJFVbOmW https://t.co/N9uj7TmMn2
2019-02-09 22:45:30,Get In Early,"RT @GetInEarly: $FUSZD, The #NASDAQ Clock Is Ticking. Ringing the NASDAQ Bell This Month! Partnered with: $MSFT, $CRM, $ORCL, $FB, $SAP, $I…"
2019-02-09 22:41:35,David Uriarte,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. Free stock is cheaper than pizza #NationalPizzaDay 
https://t.co/7HLNeVGX5i"
2019-02-09 22:40:21,Brian Firestone,"647,500 #Amazon Employees &amp; Key Man Risks!  $aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $prgo $wba $wmt $tgt $cost $fb $snap $mcd $cake $shak $ms $gs $wfc $bac $c $jpm $sbux $cat $ba $ge $wynn $tst $pg $cpb $spy $pep $tsla $btc $teva $gm $ibb https://t.co/sMtX7pHxD1"
2019-02-09 22:37:53,Rachel Botelho,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/ZUwUdW5gMx"
2019-02-09 22:36:28,Serge (The White),RT @davidmoadel: The Fed will never raise interest rates again... Just sayin' https://t.co/0gRoGIO199 $AMAT $MU $SLV $GLD $QQQ $DJIA $DIA $…
2019-02-09 22:33:52,Brian Firestone,"Can 647,500 #Amazon Employees Save $AMZN? $aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $prgo $wba $wmt $tgt $cost $fb $snap $mcd $cake $shak $ms $gs $wfc $bac $c $jpm $sbux $cat $ba $ge $wynn $tst $pg $cpb $spy $pep $tsla $btc $teva $gm $ibb https://t.co/aWHjRgraIM"
2019-02-09 22:31:35,Wall St Solver,"😎 Most Popular Stocks 😎
🥇Netflix Inc.
$NFLX » 347.57 🔼2.86▪️️0.83%
🥈Tesla Inc.
$TSLA » 305.8 🔽1.71▪️️0.56%
🥉Apple Inc.
$AAPL » 170.41 🔼0.2▪️️0.12%
View Top 500 ➡️ https://t.co/C9q72e2YxW"
2019-02-09 22:30:24,sean osborne,"$AAPL and $NVDA consolidating below important levels, short bias underneath these levels Monday https://t.co/OWWEBfWlMC"
2019-02-09 22:30:06,Exact Option Picks,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/q3xCqviINZ

$NFLX $TSLA $AAPL $JWN $GS $FB $AMZN $GOOGL $NVDA"
2019-02-09 22:29:03,Brian Firestone,"#AMAZON Key Man Risks SKYROCKET As KEY MAN's Adulterous Sexting Misconduct Violates Company Code Of Conduct &amp; Ethics!
$aapl $agn $brk $bhc $crm $cmg $dis $esrx $f $ge $gm $hlf $iep $ibm $tst $mnk $nflx $pep $intc $twtr $googl $baba $wmt $tgt $cost $fb $myl $mrk $ms $gs $wfc $jpm https://t.co/Jp3HHUt7V2"
2019-02-09 22:25:04,OptionAlarm,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/cBmkLKplwy? Winning Option Swing Trades Since 2006  $AMZN $AAPL $WMT $NFLX"
2019-02-09 22:20:46,Ryan Ayscue,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/fPrbusbVm7"
2019-02-09 22:17:06,Brian Firestone,"It Might Be $MYL Not $TEVA That Launches The First Generic Restasis in The USA! 
$aapl $amzn $agn $brk $bhc $crm $cmg $teva $ms $gs $wfc $bac $jpm $tst $mrk $eols $mnk $pfe $lly $rad $wmt $tgt $amgn $azn $gsk $prgo $tst $googl $gild $hlf $ibm $pep $ko $snap $esrx $f $ge $msft $p https://t.co/huPAc6Ii8a"
2019-02-09 22:16:55,Market Matrix Trading,"100 Most Recent OVERNIGHT Signal Results Grid
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options #stocks https://t.co/cxYPbI2SlK"
2019-02-09 22:15:34,Lesiu,Apple stock: Don’t stop believin’ | MacDailyNews $AAPL or …  https://t.co/EMIgRImBB9
2019-02-09 22:14:30,Market Matrix Trading,"100 Most Recent SWING Signal Results Grid
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options #stocks https://t.co/XlbpTdW6kM"
2019-02-09 22:11:30,Market Matrix Trading,"100 Most Recent WEEKLY Signal Results Grid
Register for FREE, No subscription required!  Pay per signal.                              
$SPY $QQQ $IWM $TLT $GLD $AAPL $AMZN $BIDU $GOOGL $NFLX $FB $BABA $NVDA $TSLA #trading #options #stocks https://t.co/5VOYn1jCyK"
2019-02-09 22:11:14,sgAsci☀️,"$SPY $DIA $QQQ $AAPL $NFLX $AMZN $NVDA
Bullish &amp; Bearish candlestick pattern cheat sheet
more in https://t.co/ta7W32mmsl https://t.co/ulGXt0yezH"
2019-02-09 22:10:53,David Moadel,The Fed will never raise interest rates again... Just sayin' https://t.co/0gRoGIO199 $AMAT $MU $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX #fed #politics #economy #recession $TLT
2019-02-09 22:10:13,Prö Kloppo,RT @TOS_OPTION: Trading options for the Long Run [Best Practice Guide in Position Sizing]  $SPX $QQQ $SPY $NIO $TSLA $NFLX $FB $AAPL $BA $N…
2019-02-09 22:07:40,Derrick Stiles,"RT @realsheepwolf: 🦄 $FUSZD : LIKE A MAN SMOKING AT A GAS STATION...WE ARE ABOUT TO BLOW UP!! KABOOM BABY
🦄 VETTED BY AND PARTNERED WITH @M…"
2019-02-09 22:06:49,David Moadel,"The Fed Can Never Raise Interest Rates Again, Ever -- my latest article for @CrushTheStreet https://t.co/lRIwjQVIPG $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX #economics #economy"
2019-02-09 22:06:45,Daaimah Aleem,"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/dpTdj0Ps5K"
2019-02-09 22:06:36,David Moadel,Chopping it up on the Short Vol Show Live featuring David Moadel hosted by David Lincoln @thefamisdave https://t.co/iMnmGZSU7g $VXX $VXXB $VIX $TVIX $UVXY $SPY $QQQ $DIA $DJIA $IWM $TLT $BTC #bitcoin #stocks #stockmarket #investing #finance #economy $AAPL $AMD $AMZN $INTC $MU $FB
2019-02-09 22:06:26,David Moadel,A Big Picture Look at the 2019 Market Direction -- my interview on the TopStepTrader Podcast with Eddie Horn https://t.co/OdAIUb0hfG Thank you to @TopstepTrader $GLD $SLV $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $AAPL $AMZN $TSLA
2019-02-09 22:06:14,David Moadel,"When Is It Time To Invest in #Marijuana? My interview with Jordan Goodman of Money Answers https://t.co/TqmgiGqcvz
@GoodmanJord #marijuanastocks #cannabis #cannabisstocks #potstocks $CGC $TLRY $APHA $CRON $ACB $HEMP $MJNA $SPY $QQQ $DIA $IWM $TLT $AAPL $AMZN $TSLA $MU $NVDA $INTC"
2019-02-09 22:06:00,"Christopher M. Uhl, CMA","My video with @SteHaller, author of If You Can Order a Pizza You Can Trade just went live on YouTube here: Great work Stephan! https://t.co/Eb5iZQp6gQ $QQQ $TSLA $AMZN $FB $NFLX $GOOG $VIX $BTC $AAPL $IWM $AMD $SPY $MSFT $NVDA $TWTR https://t.co/ty5bQbRp20"
2019-02-09 22:05:52,David Moadel,$USO A bill to hobble OPEC is advancing in Congress. Trump's support is the question https://t.co/J1Ps1WOXzc $XLE $OIL $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX
2019-02-09 22:05:28,David Moadel,"'We need Amazon,' Gov Cuomo says after report that it might cancel New York HQ2 plans https://t.co/ymV8kMAuyu $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX"
2019-02-09 22:05:01,David Moadel,#Tesla's delivery team said to be gutted in recent job cuts https://t.co/3nfbIJehlJ $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX
2019-02-09 22:01:10,StockMarketScoop,Apple Tells Senators Battery Reimbursement Still in Consideration https://t.co/3YFKmNfCAb $AAPL #stocks #stockmarket
2019-02-09 22:00:49,Derrick Stiles,"RT @stewdomer: $FUSZD THIS IS AMAZING, LIKE WATCHING $AMZN $MSFT $AAPL $CRM OR ANY OF THE OTHER GREAT TECH COMPANIES IN THEIR INFANCY....
$…"
